content,score,Label
Min kenapa saat login tidak bisa. Pke akun google. Padahal dulu pernah. Tp saat instal ulang dan login ulang jdi tdk bisa masuk....,3,
"Kenapa edlink suka tibatiba ke log out sendirii, dan tibatiba ngga bisa absen jugaa:))))))",2,Negatif
Semenjak di update gak bisa log in terus padahal email sudah benar...,5,Positif
Tolong dong untuk presensi buat ambil kode barcode lewat foto yang tersimpan saya kalau tidak ada fitur itu jadi kesulitan karena hp saya 1 dan keadaannya saya sedang sendirian di jalan tolong buat fitur itu,1,Negatif
"maaf saya tarik kembali bintang satunya, maaf ya, tugasku sudah kelihatan tadi tidak padahal karena loadingnya lama, mamaku bilang kalau kita harus jujur, terimakasih atas aplikasinya",5,Positif
kata nuri bagus dan membantu pembelajaran,5,Positif
"aplikasi makin aneh, mau bayar lewat mandiri pun gak bisa, pass di TF muncul tulisan, maaf rekening ini tidak di temukan, trus satu lagi, kok tagihan SPP jadi doubel, padahal pas liat beberapa hari yang lalu gak gitu, kalo satunya buat semseter 4 sangat tidak logis, baru aja masuk semseter 3 masa udah ada tagihan semester 4",1,Negatif
"Mau login pake siakad tapi gak bisa, malah disuruh masukin email(?)",2,Negatif
Aku udah nerima kode Verifikasi berkali² tapi ttp nggak bisa dasar error,1,Negatif
tolong saya mau upload tugas malah tidak ada portalnya adahal teman-teman yg lain tidak ada error sama sekali hari ini deadline saya sudah kirim email tapi tidak di respon bagaimana ini,2,Negatif
Siang ka. Knapa di hp saya edlink nya tidak bisa di install. Sedangkan aplikasi yang lebih besar dari edlink bisa? Terimakasih.,1,Negatif
Tak bisa login padahal username dan pw sudah benar,1,Negatif
"Kenapa edlink sering sekali keluar otomatis, sampai sampai ingin masukan kata sandi, tidak bisa, padahal kata sandinya sudah benar, tolong dongggggg",1,Negatif
"Setelah edlink di update, saya coba login dengan akun saya tapi tidak bisa, mohon arahannya kenapa bisa seperti ini??? Padahal banyak data-data penting yang mau saya ambil🙏🏻🙏🏻🙏🏻 terus kemudian edlinknya malah tidak muncul di layar utama HP🙏🏻🙏🏻🙏🏻",5,Positif
Pengen serius kuliah malah aplikasi ngebug. Menghambat bikin malas. Tolong banget bikin menghambat banget. Tolong segera perbaiki.,1,Negatif
Saya sangat merasa terbantu dengan adanya aplikasi edlink mempermudah saya untuk mengetahu nilai dan mata kuliah saya beserta hasil ujian,5,Positif
Ini kenapa yah setiap saya mau login koneksi server bermasalah terus?,2,Negatif
"Saya kasih bintang 1 apa"" an kaya gini saya yg tidak bisa ngerjain tugas karena edlink saya engga mau ke buka Nim saya pasword saya udh betul ko keterangan nya malah di suruh cek ulang sudah saya coba masuk lagi hasilnya tetap sama tolong diperbaiki lagi dong kalo begini terganggu tugas kuliah yang mau saya kerjakan",1,Negatif
"Semenjak di Update beberapa Minggu lalu, kok Pas buka edlink yg muncul bukan Nilai D4 saat ini, tp yg muncul Nilai D3 beberpa tahun lalu, itupun hnya sebagian yg muncul",5,Positif
"Mau Bayar ukt tapi harus ngisi email/no.handphone padahal udah keisi semua, gimana ya min? Mohon dibalas secepatnya 😭🙏",4,Positif
"Kenapasi hrus ada update² segala enakan kaya kemaren ngaksesnya ga repot, skrg masa harus masukan ini dulu ini dulu ribet, orang pengen liat nilai aja susah, tolong deh gausah di update² sesuatu yang udah memudahkan, hal² yg di cari skrg tuh yang ga ngeribetin, ini malah di upgrade ke hal² ga jelas, udah enak enak dulu login cuma masukin nim sama kata sandi malah diubah",1,Negatif
"Apaan nilai di web kampus sama edlink beda jauh, gak ada ya di web kampus mengulang matkul eh ini nilainya malah anjlok, data nya yang bener dong. Mendingan gak usah pake aplikasi ini gak bener datanya, bikin emosi aja liatnya",1,Negatif
Halo kak tolong untuk developer nya agar memudah download file materi dan tugas yg di bagikan oleh dosen dengan menaruh tombol unduh dan langsung mengunduh di aplikasi tanpa menggunakan pihak ketiga🙏,1,Negatif
"Ini matakuliah saya hilang hilang tak betul lah, kalo di lulusin nggak apa juga ni tugas saya numpuk nggak bisa ngirim tugas, kacau lah",1,Negatif
"Apk Gk bisa dibuka padahal buka youtube,ig dll bisa, saya jadi sering telat kirim tugas dan masuk kuliah online",5,Positif
"Udah ga bisa scan, sekarang malah error lagi. Woi kenapa malah jadwal kuliah saya ke apus dari kalender",1,Negatif
Ini kuis gabisa di klik gimana malah diarahkan ke aplikasi kan udah download aplikasi nya udah update juga ngapa malah diarahin keaplikasi lagi ujung ujungnya gabisa,1,Negatif
"Kenapa ada update di hari Minggu? Saya jadi tidak bisa login karena ada tulisan silakan login melalui SSO, tapi diklik tidak ada respons. Sudah dicoba melalui laptop, handphone, komputer sama saja. Sekarang bagaimana ini saya mau mengumpulkan tugas, hari ini deadline. Tahu tidak hal mendasar dari update, jika tidak ada yang rusak mengapa diperbarui? Tim Sevima, ayolah jika ada update dicek dahulu dengan benar baru diterapkan, buat aplikasi kok banyak error begini.",1,Negatif
"Lumayan membantu, hanya saja setelah tugas diserahkan tidak ada arsipnya",5,Positif
Dl bagus..tp skrng sudah gsering bermasalah...yg loading nya lama banget,2,Negatif
"tambahkan fitur scan barcode dari galeri, jangan menyusahkan user",1,Negatif
"Yeee scan barcode nya udah bisa dong. Buat yang lain kalo scan barcode nya blur, coba ubah ukuran font nya jadi paling kecil, nanti scan barcode nya pasti jernih lagi. Sukses selaluu, ini aplikasi membantu bgt buat perkuliahan🤍",5,Positif
"LEMOT ASW NGESTALK DI LOGO TERUS LOADING LAMA WIFI KENCENG TETEO GA NGARUH , NGIRIM FILE LAMA BANGET, LOADINGNYA LAMA ANJG NI APK TEKAT NGUMPULIN TUGAS",1,Negatif
Parah edlink sekarang scan absen nge-blur tolong cepat diperbaiki🙏,1,Negatif
"teruntuk developer edlink saya tidak bisa presensi barcode di karenakan kamera dari edlink buram dan tidak bisa nge scan barcode, padahal saya coba di kamera hp bawaan jernih. mungkin ada bug di aplikasi edlink, hp saya oppo a54 mohon perbaiki secepatnya karena sangat mengganggu aktivitas perkuliahan saya. mohon segera di perbaiki secepatnya, terimakasih.",3,
Ini mau update apa gimna? Lemot bngt! Tugas numpuk woyyyy tolong laah,1,Negatif
"banyak banget bug, ni aplikasi padahal dipake sm buanyak banget universitas loh, secepatnya lah di perbaiki bug itu",1,Negatif
Perbaiki masalah sinyal lah. Mau ngumpul tugas susah amat,1,Negatif
"Semakin di update, scan kamera jadi kabus, jadi nggak guna ni aplikasi",1,Negatif
"kalau sy kamera kode QR sy yang buram padahal sy cek kamera pake fhoto hasilnya bagus, nah pas mau absen lewat kode QR malah kameranya buram, gimana nih solusinya",2,Negatif
Cukup membantu dalam sistem perkuliahan online,5,Positif
"Kenapa di saya aplikasi ini keseringan nge bug? Dang nge bug nya selalu di saat saya ada kelas ataupun mau menyetor kan tugas, tolong segera di perbaiki kak Terimakasih",2,Negatif
"Kenapa ketika presensi QR kamera nya buram ya min? sehingga saya nggak bisa isi absen, padahal kamera asli saya jernih lohh😢",2,Negatif
"Kadang membantu kadang bikin jengkel. Tapi lebih banyak bikin jengkelnya. Ambil contoh aja pas ada tugas, yang di tambah dateline mepet dan harus kirim lewat edlink, masak pas mau masuk malah terjadi kesalah pada server. Udah aku lakuin segala cara masih aja kayak gitu. Alhasil bukanya membantu malah datelin terlewat dan gakbisa di kumpulin. Di mohon untuk di perbaiki lagi. Jangan cuman update terus, tapi gak ada perkembangan yang signifikan",3,
"Admin kenapa Tidak bisa absen menggunakan barcode di edlink, menggunakan akun ku, biasa bisa tapi kali ini tidak bisa lagi, mohon solusinya adamin",5,Positif
"Absen perlu pakai 2 device ? Ntah gw yg gk tau cara absen cuma pakai 1 device aja atau emng aplikasi ini emng msh banyak yg cacat, masa untuk absensi perlu pakai 2 device",1,Negatif
Notivikasi sering tidak muncul sehingga sering ketinggalan informasi. Tolong ditingkatkan kembali 🙏🏻,1,Negatif
Kenapa setelah saya update ke versi terbaru malah utk absensi di diskusi tdk bisa ? Padahal sebelumnya bisa. Tlg di tanggapi ya. Thanks,4,Positif
"Untuk developer membuat sebuah sistem memang sulit. ini adalah sebuah pencapaian yang luar biasa, Terimakasih Developer telah menangapi Masukan dan melakukan beberapa pembaruan pada sistem seperti sekarang dapat melihat file tugas yang akan di kirim. 🙏 Terimakasih ❤️🤝",5,Positif
"Muat mutar aja terus, aplikasi nya setelah di update nge stak di logo edlink nya doang ngak bisa masuk aplikasi",1,Negatif
Aplikasinya sangat bagus dan sangat membantu untuk menjadi perantara antara mahasiswa dengan pihak universitas dalam belajar,5,Positif
Apk ini bagus tapi sering terlambat dari semua hal. Notif tugas dll,3,
"kenapa rps hanya muncul di beberapa akun saja dan yang lain tidak muncul. tolong dibenerin, terimakasih",5,Positif
"Tolong di perbaiki lagi,karna setiap ingin masuk pasti lelet terus menerus,apalagi di waktu penting seperti UTS dak UAS",1,Negatif
"Segera di atasi, edlink error sekarang. Please ada tugas dari dosen",1,Negatif
"Aplikasi Bagus, mempermudah untuk melakukan pengiriman penugasan. Tapi... Ada tapinya nih..... Aplikasinya kadang nge bug di notifikasi. Masak dosen udh buat room pengantaran tugas notifikasinya ga muncul. Sampai ga ngantar loh tugas loh aku. Bagaimana ini nilai saya dipertaruhkan!! Mohon ditindak lanjuti donkk",3,
Sudah bagus tpi terkadang membuka quiz dan disuruh install adlink padahal sudah menginstal,3,
Maaf mas ada bug nih tiba tiba matkul hilang semua tolong diperbaiki sama bug rps jadi ganda,4,Positif
"Klo kirim pesan obrolan di edlink, emang pesan bisa terlihat oleh seluruh peserta di edlink ya? Terimakasih atas tanggapan pengembang",5,Positif
"Gak bisa kirim tugas, gak bisa ngerjain quis, gak berguna, kebanyakan eror, makasih edlink, gak bisa optimal buat semua handphone....",1,Negatif
Saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya,1,Negatif
"Selamat siang min, aku mau komplain soal siakad edlink sekarang setelah maintenance kok data-dataku di semester sebelumnya hilang seperti nilai mata kuliah semester lalu, grafik nilai IPK, konsultasi, dan masih banyak lagi. Mohon sekiranya dapat dipulihkan 🙏 Terima kasih 🙏",3,
Tidak ada rincian absensi seperti di siakad. Fitur kurang lengkap,4,Positif
Ketika mengisi quiz Suka pindah sendiri jawaban nya padahal sudah benar saya mengisi,2,Negatif
"Udah seminggu aplikasi nya susah di buka, notifikasi lancar masuk, tapi masuknya mau 30 menit an😭😭",4,Positif
Masih suka eror pada bagan Nilai. Setiap discrool kebawah keatas pasti nilainya jadi double. Bahkan bisa berulang-ulang Doublenya. Tolong diperbaiki lagi ini sangat mengganggu.,3,
Eror saat krs dan absen. Android 10 Qkq1. Absen jd kosong. Krs akhirnya lewat web. So sad masih terkendala redmi 7 tdk bisa pakai,2,Negatif
Kenapa saya setiap login malah disuruh daftar akun email lagi!!,1,Negatif
"drive busuk,download materi ngulang mulu gak jelas nih app",1,Negatif
"Fitur dari aplikasi sudah bagus, sangat membantu dalam pembelajaran :) -Universitas Islam Balitar",4,Positif
"Aplikasi ini cukup baik dan untuk pemakainnya tidak terlalu ribet, juga berandanya cukup menarik untuk dilihat karena memiliki warna yang bervariasi yang membuat tidak bosan untuk dilihat, sayangnya aplikasi ini terlalu sering untuk meminta update yang dimana itu cukup mengganggu dan proses update nya cukup merepotkan pengguna. -Universitas Islam Balitar",4,Positif
"Aplikasi sangat membantu, tetapi ada kekurangan yaitu tidak bisa melihat absen dan notifikasi sering terlambat masuk. Universitas Islam Balitar",3,
"Aplikasi ini sangat membantu mengenai informasi mahasiswa, tetapi notifikasi pemberitahuan tidak otomatis muncul harus masuk aplikasi terlebih dahulu. ~Universitas Islam Balitar",4,Positif
Minus Notifikasi telat muncul bahkan kadang tidak ada notifikasi sama sekali.. -Universitas Islam Balitar Blitar,4,Positif
"Aplikasi ini sangat berguna dan bermanfaat bagi para pelajar khususnya mahasiswa, sebagai tempat pengumpulan tugas dan mendapatkan materi , dan juga lebih simpel dan tidak membuang² waktu dalam pengumpulan. - Universitas Islam Blitar",5,Positif
Aplikasi edlink ini sangat membantu dan mempermudah dalam proses perkuliahan hanya saja untuk notifikasi sering terjadi keterlambatan - Universitas Islam Balitar,4,Positif
"notifikasi lambat, mohon segera diperbaiki sehingga dapat digunakan lebih maksimal - universitas islam balitar",4,Positif
"Cukup membantu saat melakukan perkuliahan online terutama saat pandemi covid, namun ada beberapa bug yang atau kekurangan dari aplikasinya contoh notifnya selalu telat dan tugas yang sudah dikerjakan notif diberanda tidak bisa dihilangkan harap diperbaiki sih kekurangan dan bugnya -Universitas Islam Balitar",4,Positif
Pembelajaran menjadi lebih mudah dan efisien melalui edlink Universitas Islam Balitar,5,Positif
"Aplikasi nya sudah bagus, membantu dalam perkuliahan saya. Hanya saja untuk notifikasi sering kali terlambat, tampilan di edlink dan untuk absensi kadang tidak terdeteksi hingga perlu mengulangi beberapa kali. _Universitas Islam Balitar Blitar",4,Positif
"Aplikasi yang sangat membantu dalam proses pembelajaran. Ada beberapa kekurangan, salah satunya yaitu notifikasi sering terlambat muncul -Universitas Islam Balitar",4,Positif
"bagus, sangat membantu dalam perkuliahan saya.. tetapi ketika saya mengeluarkan akun daftar nilai saya pada hilang.. mohon di tingkatkan lagi supaya tidak ada kesalahan lagi",5,Positif
"Tolong perbaiki beberapa ketidaksesuaian margin di beberapa perangkat ya... Contohnya di perangkat saya ini, ada beberapa info yang kepotong di bagian bawah seperti pada bagian KHS. Tolong tambahkan margin bawahnya.. Terimakasih.",5,Positif
Waktu verifikasi cuma 30 detik Luar biasa......... Pengembang kurang berfikir dalam hal ini,1,Negatif
"Persentasi kehadiran gak ada, materi dari pertemuan sebelumnya gak ada, ada kelasnya tapi sesi tidak di temukan. Ini buat pendidikan tapi kalo gini serasa gak maksimal buat apa, ketauan siakad lama",1,Negatif
Nilai mata kuliah jadi double tolong bug nya di benerin kak,4,Positif
"tolong segera perbaiki, kode va tidak muncul saat mau melakukan pembayaran",1,Negatif
Aplikasinya sangat membantu sekali Terimakasih Edlink,5,Positif
Belum bisa sempurna tapi mepesona,5,Positif
"Absensi ga bisa di lihat, tolong di perbaiki agar kami tau absensi hadir kami supaya mempermudah pelajaran",3,
"Notif telat muncul, dan jadwal suka tiba tiba gak ada, kedepannya mohon di perbaiki lagi.",2,Negatif
"Bagus, namun ada bug di Nilai saat scroll kebawah dan kembali keatas semua nilai Mata Kuliah menjadi double, dan di akun perguruan tinggi tidak ada space antara content dan headernya sehingga tidak nyaman dilihat.",4,Positif
Tidak bisa di download di HP Redmi Note 8. Berulang kali pun dicoba tetap ga bisa,1,Negatif
"Apk Apaan ,minta di update ,giliran minta kode verifikasi ga kekirim kirim,memang apk rusak ,udh nyoba brapa kali pake no dan udh ganti ganti juga,gaush ada update ,updatean ny jlek ,mana lagi ada tugas ,auto kena deadline gegara apk kek tytyd ini ,minta kode verifikasi lah kntd ,muak gw",1,Negatif
Kenapa baru update ini tidak bisa verifikasi lama sekali menunggu kode verifikasi nya udh Berjam jam gak ada kode nya di kirim tolong perbaiki segera,3,
"Notifikasinya sering terlambat muncul, mohon untuk diperbaiki karena sangat menghambat kami. Paling parah kejadian tugas di up Dosen 2 hari lalu, tapi baru muncul notifikasi di 2 hari berikutnya, alhasil tenggatnya sudah lewat 🥲",3,
Lemot banget. Bahkan nggak keluar apa yang kita mau lihat..,3,
"knpa ya nilai yg diberikan ketika di scroll suka double dan eror jdi gk bsa liat mana nilai yg bnr, mohon diperbaiki🙏",3,
"Kok data diweb siak dan diaplikasi beda yah seperti nilai dan tagihan, terus buka aplikasi nya lemot banget padahal jaringan stabil",3,
"Setelah melakukan perbarui aplikasi, sekarang tidak bisa muncul notifikasi di edlink, mohon saran atau perbaikan terimakasih",5,Positif
"Semejak update an baru malah notifikasi tugas dan materinya tidak muncul , mohon diperbaiki secepat mungkin karena kami terkendala dan dapat mengakibatkan cedera di matakuliah",2,Negatif
"Apaan notifikasi tidak muncul, giliran udah lewat 1-2 hari baru spam notifikasi ganggu banget, bisa engga di buat jeda 1 tahun sekalian gitu?",1,Negatif
Notifikasinya tidak pernah muncul.. mohon diperbaiki ya developer🥲🙏,1,Negatif
Presensi di absen scan kode QR nya susah tiba tiba blur dan tidak fokus,2,Negatif
"Kenapa setelah di update jadi tidak ada notifikasi nya membuat saya kesulitan. Sebelum di update memang ada notifikasi nya tetapi setelah di update kenapa tidak ada, tolong di perbaiki. Terima Kasih 🙏",3,
Kok malah aplikasi nya gak tampil di layar ya,1,Negatif
"Edlinknya kdng suka error, pemberitahuannya suka delay dan terkadang ada pemberitahuan yg nggak masuk. Saya harap ditingkatkan lgii untuk aplikasinya",3,
Update yang sekarang lebih keren lebih simpel,4,Positif
"UInya berantakan, uxnya juga ribet",2,Negatif
"Aku suka tampilan beranda yang baru, di paling atas ada jadwal kuliah nya dan ada tenggat waktu mata pelajaran dimulai misal : 26 menit lagi (jam kuliah b.indo akan di mulai), jadi gak perlu cek manual di jadwal + mengira-ngira waktu, karena udah ada di beranda",5,Positif
"Kenapa di akun saya ketika dowload tugas dari dosen tidak bisa menggunakan kuota sendir,semua file tidak terdownload jika dengan kuota, hanya bisa dengan wifi",3,
"Tolong di bantu perbaikin sistem nya harus menyesuaikan dengan beberapa device meskipun versi lama (misal android 5) agar dapat menggunakan fitur kuis diaplikasinya, soalnya gak bisa menggunakan kuis di versi android 5 :V",1,Negatif
Tolong perbaiki masalah untuk saat melakukan scan barcode tetapi tidak kedetek,1,Negatif
"Ini kn setiap kami instal dan slesai ,stelah itu kembali lgi ketahap awal utk instal kembali . Mohon bantuanya !",1,Negatif
Download KTM di edlink ndk biasa buka Tolong di perbaiki,3,
"membingungkan anjir tampilannya, login mulu, banyak fitur gak guna + berita² mengganggu",1,Negatif
Aplikasi yang sangat menjengkelkan ketika verifikasi gak bisa bisa taik,1,Negatif
Sekarang udah banyak perbaikan semoga aja makin banyak perbaikan bugnya,4,Positif
"Sistem perkuliahan kacau, gak otomatis update, udah kayak robot",1,Negatif
"Tampilan sekarang beranda nya ancur ga se simple yg dulu, setiap dosen memberikan materi harus buka di menu kelas , menghambat banget. Tolong kembalikan ke versi yang dulu beranda nya",1,Negatif
Maaf banget ini edlink suka susah nge upload tugas padahal mepet deadline tapi suka gabisa harus di upgrade giliran mau di upgrade da ga perlu di upgrade,4,Positif
"Tolong perbaiki fitur download filenya... kok susah download, notifikasi susah muncul.. kukira ga respon atau gimana, jadi pencet 2 atu 3x lagi dan ternyata notif downloadnya telat muncul.. alhasil file yang ke download jadi numpuk.. Terus kadang juga proses download gagal. Tolong fix ya min ;)",1,Negatif
"Kenapa sih sehabis update mau masuk tapi gabisa"" di kode verifikasi akun, padahal udah sama tapi bilangnya VALIDATION DIGITS_BETWEEN mulu. Udah mau lewat deadline nggak bisa submit karna gabisa masuk.",1,Negatif
Saya tiap ada pelajaran online join zoom via Edlink😤😤Selalu gak bisa😤malah jadi kayak error kluar zoom mulu Tolong diperbaiki,1,Negatif
Dosen gak masuk suruh absensi pakai edlink scane barcode tapi gak bisa 😭,2,Negatif
"Tolong tambahkan fitur zoom untuk presensi QR nya, saya malas ke depan.",3,
"kendala saya tidak bisa scan barcode asben,jadi absen harus langsung ke dosen gimana ya?",3,
"Kenapa akun ku tiba2 kluar, stelah masuk kembali ke akun kenapa semua data sya terhapus",5,Positif
ini knp ya aku mau masuk ke apknya tapi loading trs padahal make WiFi,3,
"apk nya kalo lagi buru buru mau dibuka malah ga kebuka buka cuma loading doang lama , padahal wifi kenceng , ga jelas",1,Negatif
"Sangat buruk, untuk ganti pasword saja sulit, mepet deadline suka eror,",1,Negatif
Ini gmn yak saya mau login tetapi email yg saya masukkin sudah digunakan terus pdhl saya belum pernah masuk dgn email tersebut. Di web siakad sudah saya cantumkan sesuai email saya. Tolong dong gmnnnnn...,2,Negatif
"Pas buka materi gak bisa kebuka, tulisanya ""berkas sedang di unduh"" tapi gak ada berkas yang bisa di buka aneh banget",2,Negatif
Aplikasi nya kenapa ya sering banget loading nya lamaaaaaa pas buka app,3,
"setelah di update, opsi data akademik nya malah di hapus padhal sangat membantu",1,Negatif
"gimana si edlink ini malah force close terus gabisa masuk, dari dulu gaada perbaikan bug",5,Positif
Setelah di-update tidak bisa melihat Akreditasi. Mohon agar menu ini dimunculkan kembali seperti versi sebelumnya. Terimakasih.,2,Negatif
Masukkan kode verifikasi sudah benar tapi di baca sama aplikasi salah... Berulang gt trus,3,
aplikasi sering buffering padahal koneksi internet lancar,2,Negatif
"Saya sedikit curhat, Waktu dikampus saya Ada absen pakai Code QR, cuman Pas saya arahin Kamera ke codenya malah Buram alias tidak bisa scan ,hal hasil saya sendiri Ga bisa absen Tolong Solusinya😭",1,Negatif
"sangat buruk ,mending beralih buatan kampus sendiri malah di ganti ke pemerintah",1,Negatif
Versi baru kenapa selalu forcedown sendiri/keluar sendiri? Lebih ok versi lama,1,Negatif
"Ini gimana ya saya tiap mau masuk ke aplikasi nya langsung kluar sndiri, sudah reinstall ato coba hapus data juga tetep, tlong bantuannya saya butuhh sekali",2,Negatif
Tidak bisa login stiap kali login edlink berhenti sendiri,1,Negatif
"Aplikasinya kenapa ya,setiap dibuka pasti langsung keluar lagi",2,Negatif
Aplikasinya setelah di update tidak bisa lagi di buka,1,Negatif
"Ketika apk dah di login nin mengunakan Nim, sudah masuk terus bufring keluar dengan sendirinya",2,Negatif
"aplikasinya ga bisa dibuka, kuliah pun jadi keganggu",1,Negatif
Buat scan barcode absen ga bisa sama sekali,1,Negatif
"Kok Edlink saya nggak bisa dibuka ya? Tiap saya masuk pasti keluar terus. Tolong solusinya dong, sayang klw ketinggalan perkuliahan kan!!",2,Negatif
Cepat dan mudah digunakan,5,Positif
Aplikasi yang sangat bermanfaat untuk mahasiswa dan perkuliahannya.,5,Positif
Sangat membantu belajar online.,5,Positif
"Kualitas Aplikasi Sangat jelek, loading lama padahal jaringan wifi lancar, banyak bug, nilai dan beberapa fitur tidak muncul dan hanya loading, jelek",1,Negatif
Aplikasi sangat bagus untuk pantau informasi kuliah,4,Positif
"Semakin parah File PDF yang ingin saya kirim tidak muncul di edlink, padahal di aplikasi lain muncul. Saya habis waktu 15 menit hanya untuk mencari file yg jelas"" Namanya beda. Bahkan saya mencari lebih dari 10x hanya untuk mencari file saya. Tolong ditingkatkan jangan malah semakin menurun. Soalnya ini bersangkutan dengan nilai saya pak 😭",1,Negatif
"Kenapa ya,aku mau upload tugas dari tadi muter trus padahal penyimpanan gak penuh,wifi juga lancar... Kemarin2 juga lancar gak kenapa2",2,Negatif
"Tampilan keren, biar makin mudah dalam pelaksanaan tugas. Mantep sekali yah min..",5,Positif
Aplikasi Edlink ini sangat membantu aku banget dalam urusan belajar lewat online 🥰🥰🥰🥰,5,Positif
aplikasinya bagus banget banyak fitur-fitur yang dimiliki namun satu saja yaitu terkait penyimpanan tugas yang susah aja.,5,Positif
"Keren nich app nya, samasekali ga berat, mudah dipahami dan yg terpenting sangat membantu saya terimakasih EdLink",5,Positif
"pke edlink, belajar jadi lebih mudah dan menyenangkan. semoga fitur2nya bisa lebih banyak lagi",5,Positif
"Perkuliahan daring jadi mudah dengan aplikasi ini , fitur fitur nya sangat mendukung banget , proses belajar lebih efektif dan teratur.",5,Positif
Aplikasinya sangat bagus..membantu banget untuk Saya dan dosen Saya berinteraksi secara online,5,Positif
"edlink sangat bagus, aplikasi yg bisa diandalkan untuk yg mau belajar di rumah. banyak fitur yg sangat dibutuhkan utk belajar. mantap",5,Positif
"Sekarang belajar apapun jadi makin mudah , apalagi ada nya aplikasi Edlink !!!""",5,Positif
Aplikasi untuk belajar online yang bagus dan recommended. Aplikasi mudah si gunakan dan di pahami. Sangat membantu dalam kegiatan belajar seperti diskusi kelas dan video conference kelas. Bisa digunakan kapanpun dan di manapun. Mantap banget.,5,Positif
"Berbagai informasi materi perkuliahan atau pelajaran yang membantu mahasiswa dan dosen membuat tugas dengan lebih mudah dengan fitur yang menarik diantaranya membuat forum diskusi, pemberian tugas, live conference yang semuanya dilakukan secara online.",5,Positif
"aplikasi yang sangat membantu sekali dalam proses belajar online maupun dirumah ,rekomendasi sekali",5,Positif
Aplikasi nya lancar saat digunakan. Fitur lengkap dan tampilan nya bersih dan bagus. Recommended 👍,5,Positif
"Belajar lebih mudah dengan aplikasi edlink ini, bisa belajar dimana saja",5,Positif
Aplikasi yang sangat membantu sekali untuk belajar secara onlain atau ngerjain tugas dan kirim tugas fitur yang mudah di fahami recomended banget apk y,5,Positif
"Penggunaan nya mudah , sangat membantu, mohon ditingkat kan ya, khususnya untuk kapasitas penyimpanan supaya lebih oke lagi",5,Positif
"aplikasinya bagus, mempermudah kinerja guru dan dosen dalam proses pembelajaran online. tampilannya juga menarik sehingga tidak membosan kan",5,Positif
"Aplikasinya bagus dan keren,mudah dipahami,bisa buat kerja tugas, recommended",5,Positif
"aplikasi EdLink,aplikasi nyaa bagus banget rekomendasi banget buat menambah nambah ilmu pelajaran,dijamin asal kan kita mau belajar di aplikasi ini,dijamin bakal ngertii sampai paham,pokoknya the best",5,Positif
"Aplikasinya mudah dimengerti, jarang troble, mudah dipahami",5,Positif
"hmm sangat membantu sekali apk ini,karna mempermudah menghapus file"" yg sudah tidak terpakai",5,Positif
"Gampang bgt dipakenya, apalg saya masih kulon apk ini beneran ngebantu disediain jadwal kuliah jd gk pernah ketinggalan",5,Positif
"Belajar via online jadi mudah pakai aplikasi ini, sangat membantu pokoknya recommended",5,Positif
"Applikasi Sangat mudah digunakan dan dijalankan,sangat membantu dalam urusan perkuliahan saya. Teman juga sudah banyak yang pakai applikasi ini",5,Positif
"Keren aplikasinya, kuliah jadi tambah gampang bisa kapan dan dimana aja",5,Positif
"EdLing sangat membantu sekali dalam perkuliahan apalagi masa sekarang untuk interaksi secara online.aplikasinya mudah untuk di fahami fiturnya juga cukup menarik, tapi kadang suka ada error' waktu mau masuk aplknya, semoga kedepannya dapat lebih di perbaiki ka untuk kenyamanan penggunanya,terima kasih..",5,Positif
"Sangat menyukainya Untuk Aplikasi Ini, karena ini sangat tepat digunakan dalam Berbagai Macam Hal Salah Satunya Untuk Diwaktu Kuliah Aplikasi Ini Sangat Berguna. Sukses terus EdLink",5,Positif
"Aplikasinya sangat memudahkan dalam pembelajaran online, penggunaannya juga mudah dipahami.",5,Positif
"Berbagi informasi, data,media dll menjadi lebih mudah,sedikit masalah di login agak lama,selebihnya ok..",5,Positif
"Awalnya difikir g membantu..ternyata sangat mempermudah dalam mengumpulkan tugas2 kuliah ..,moga dengan makin banyak fitur banyak manfaatnya juga..",5,Positif
EdLink ini membantu saya sekali dalam sistem pembelajaran online selama pemakaian jangka panjang overall puad pake EdLink,5,Positif
"Aplikasinya bagus nih sangat membantu dalam pembelajaran online, mudah lg digunakan.",5,Positif
"Sangat rekomended skali nih bagi anak skolah,kuliahan sekalipun dosen soal nya bisa nyimpen materi gk ribet hrus bawa2 buku atau poto copy an",5,Positif
Saya kasih bintang 5 untuk aplikasi Edlink karena sudah bagus dan mudah di gunakan,5,Positif
"Saya sangat menyukai aplikasi ini karena aplikasi edlink ini sangat membantu, dengan aplikasi ini saya bisa Berbagi informasi, materi perkuliahan , dan menjadikan tugas lebih mudah.",5,Positif
Wah bagus banget kak aplikasi nya mbantu aku dalam menyelesaikan soal wawancara ujian tesis,5,Positif
Sangat membantu untuk sistem pembelajaran masa sekarng ..,5,Positif
"Aplikasinya bagus dan membantu banget buat belajar online, apalagi masi waktu pandemi",5,Positif
Dengan aplikasi EdLink berbagi informasi dengan teman2 dan tugas dalam kelas jadi mudah.,5,Positif
"Aplikasinya semakin bagus,terus ditingkatkan ya ,,",5,Positif
"Kreen, kita bisa blajar dari mana saja dan kapan saja... Ada fitur kumpulin tugas juga, jadi bisa evaluasi hasil belajar nnti",5,Positif
