content,score,label,txt
kata nuri bagus dan membantu pembelajaran,5,Positif,kata nuri bagus dan membantu pembelajaran
"aplikasi makin aneh, mau bayar lewat mandiri pun gak bisa, pass di TF muncul tulisan, maaf rekening ini tidak di temukan, trus satu lagi, kok tagihan SPP jadi doubel, padahal pas liat beberapa hari yang lalu gak gitu, kalo satunya buat semseter 4 sangat tidak logis, baru aja masuk semseter 3 masa udah ada tagihan semester 4",1,Negatif,aplikasi makin aneh mau bayar lewat mandiri pun gak bisa pass di tf muncul tulisan maaf rekening ini tidak di temukan trus satu lagi kok tagihan spp jadi doubel padahal pas liat beberapa hari yang lalu gak gitu kalo satunya buat semseter  sangat tidak logis baru aja masuk semseter  masa udah ada tagihan semester 
"Mau login pake siakad tapi gak bisa, malah disuruh masukin email(?)",2,Negatif,mau login pake siakad tapi gak bisa malah disuruh masukin email
Aku udah nerima kode Verifikasi berkali² tapi ttp nggak bisa dasar error,1,Negatif,aku udah nerima kode verifikasi berkali tapi ttp nggak bisa dasar error
tolong saya mau upload tugas malah tidak ada portalnya adahal teman-teman yg lain tidak ada error sama sekali hari ini deadline saya sudah kirim email tapi tidak di respon bagaimana ini,2,Negatif,tolong saya mau upload tugas malah tidak ada portalnya adahal temanteman yg lain tidak ada error sama sekali hari ini deadline saya sudah kirim email tapi tidak di respon bagaimana ini
Siang ka. Knapa di hp saya edlink nya tidak bisa di install. Sedangkan aplikasi yang lebih besar dari edlink bisa? Terimakasih.,1,Negatif,siang ka knapa di hp saya edlink nya tidak bisa di install sedangkan aplikasi yang lebih besar dari edlink bisa terimakasih
Tak bisa login padahal username dan pw sudah benar,1,Negatif,tak bisa login padahal username dan pw sudah benar
"Kenapa edlink sering sekali keluar otomatis, sampai sampai ingin masukan kata sandi, tidak bisa, padahal kata sandinya sudah benar, tolong dongggggg",1,Negatif,kenapa edlink sering sekali keluar otomatis sampai sampai ingin masukan kata sandi tidak bisa padahal kata sandinya sudah benar tolong dongggggg
"Setelah edlink di update, saya coba login dengan akun saya tapi tidak bisa, mohon arahannya kenapa bisa seperti ini??? Padahal banyak data-data penting yang mau saya ambil🙏🏻🙏🏻🙏🏻 terus kemudian edlinknya malah tidak muncul di layar utama HP🙏🏻🙏🏻🙏🏻",5,Positif,setelah edlink di update saya coba login dengan akun saya tapi tidak bisa mohon arahannya kenapa bisa seperti ini padahal banyak datadata penting yang mau saya ambil terus kemudian edlinknya malah tidak muncul di layar utama hp
Pengen serius kuliah malah aplikasi ngebug. Menghambat bikin malas. Tolong banget bikin menghambat banget. Tolong segera perbaiki.,1,Negatif,pengen serius kuliah malah aplikasi ngebug menghambat bikin malas tolong banget bikin menghambat banget tolong segera perbaiki
Saya sangat merasa terbantu dengan adanya aplikasi edlink mempermudah saya untuk mengetahu nilai dan mata kuliah saya beserta hasil ujian,5,Positif,saya sangat merasa terbantu dengan adanya aplikasi edlink mempermudah saya untuk mengetahu nilai dan mata kuliah saya beserta hasil ujian
Ini kenapa yah setiap saya mau login koneksi server bermasalah terus?,2,Negatif,ini kenapa yah setiap saya mau login koneksi server bermasalah terus
"Saya kasih bintang 1 apa"" an kaya gini saya yg tidak bisa ngerjain tugas karena edlink saya engga mau ke buka Nim saya pasword saya udh betul ko keterangan nya malah di suruh cek ulang sudah saya coba masuk lagi hasilnya tetap sama tolong diperbaiki lagi dong kalo begini terganggu tugas kuliah yang mau saya kerjakan",1,Negatif,saya kasih bintang  apa an kaya gini saya yg tidak bisa ngerjain tugas karena edlink saya engga mau ke buka nim saya pasword saya udh betul ko keterangan nya malah di suruh cek ulang sudah saya coba masuk lagi hasilnya tetap sama tolong diperbaiki lagi dong kalo begini terganggu tugas kuliah yang mau saya kerjakan
"Semenjak di Update beberapa Minggu lalu, kok Pas buka edlink yg muncul bukan Nilai D4 saat ini, tp yg muncul Nilai D3 beberpa tahun lalu, itupun hnya sebagian yg muncul",5,Positif,semenjak di update beberapa minggu lalu kok pas buka edlink yg muncul bukan nilai d saat ini tp yg muncul nilai d beberpa tahun lalu itupun hnya sebagian yg muncul
"Mau Bayar ukt tapi harus ngisi email/no.handphone padahal udah keisi semua, gimana ya min? Mohon dibalas secepatnya 😭🙏",4,Positif,mau bayar ukt tapi harus ngisi emailnohandphone padahal udah keisi semua gimana ya min mohon dibalas secepatnya 
"Kenapasi hrus ada update² segala enakan kaya kemaren ngaksesnya ga repot, skrg masa harus masukan ini dulu ini dulu ribet, orang pengen liat nilai aja susah, tolong deh gausah di update² sesuatu yang udah memudahkan, hal² yg di cari skrg tuh yang ga ngeribetin, ini malah di upgrade ke hal² ga jelas, udah enak enak dulu login cuma masukin nim sama kata sandi malah diubah",1,Negatif,kenapasi hrus ada update segala enakan kaya kemaren ngaksesnya ga repot skrg masa harus masukan ini dulu ini dulu ribet orang pengen liat nilai aja susah tolong deh gausah di update sesuatu yang udah memudahkan hal yg di cari skrg tuh yang ga ngeribetin ini malah di upgrade ke hal ga jelas udah enak enak dulu login cuma masukin nim sama kata sandi malah diubah
"Apaan nilai di web kampus sama edlink beda jauh, gak ada ya di web kampus mengulang matkul eh ini nilainya malah anjlok, data nya yang bener dong. Mendingan gak usah pake aplikasi ini gak bener datanya, bikin emosi aja liatnya",1,Negatif,apaan nilai di web kampus sama edlink beda jauh gak ada ya di web kampus mengulang matkul eh ini nilainya malah anjlok data nya yang bener dong mendingan gak usah pake aplikasi ini gak bener datanya bikin emosi aja liatnya
Halo kak tolong untuk developer nya agar memudah download file materi dan tugas yg di bagikan oleh dosen dengan menaruh tombol unduh dan langsung mengunduh di aplikasi tanpa menggunakan pihak ketiga🙏,1,Negatif,halo kak tolong untuk developer nya agar memudah download file materi dan tugas yg di bagikan oleh dosen dengan menaruh tombol unduh dan langsung mengunduh di aplikasi tanpa menggunakan pihak ketiga
"Ini matakuliah saya hilang hilang tak betul lah, kalo di lulusin nggak apa juga ni tugas saya numpuk nggak bisa ngirim tugas, kacau lah",1,Negatif,ini matakuliah saya hilang hilang tak betul lah kalo di lulusin nggak apa juga ni tugas saya numpuk nggak bisa ngirim tugas kacau lah
"Apk Gk bisa dibuka padahal buka youtube,ig dll bisa, saya jadi sering telat kirim tugas dan masuk kuliah online",5,Positif,apk gk bisa dibuka padahal buka youtubeig dll bisa saya jadi sering telat kirim tugas dan masuk kuliah online
"Udah ga bisa scan, sekarang malah error lagi. Woi kenapa malah jadwal kuliah saya ke apus dari kalender",1,Negatif,udah ga bisa scan sekarang malah error lagi woi kenapa malah jadwal kuliah saya ke apus dari kalender
Ini kuis gabisa di klik gimana malah diarahkan ke aplikasi kan udah download aplikasi nya udah update juga ngapa malah diarahin keaplikasi lagi ujung ujungnya gabisa,1,Negatif,ini kuis gabisa di klik gimana malah diarahkan ke aplikasi kan udah download aplikasi nya udah update juga ngapa malah diarahin keaplikasi lagi ujung ujungnya gabisa
"Kenapa ada update di hari Minggu? Saya jadi tidak bisa login karena ada tulisan silakan login melalui SSO, tapi diklik tidak ada respons. Sudah dicoba melalui laptop, handphone, komputer sama saja. Sekarang bagaimana ini saya mau mengumpulkan tugas, hari ini deadline. Tahu tidak hal mendasar dari update, jika tidak ada yang rusak mengapa diperbarui? Tim Sevima, ayolah jika ada update dicek dahulu dengan benar baru diterapkan, buat aplikasi kok banyak error begini.",1,Negatif,kenapa ada update di hari minggu saya jadi tidak bisa login karena ada tulisan silakan login melalui sso tapi diklik tidak ada respons sudah dicoba melalui laptop handphone komputer sama saja sekarang bagaimana ini saya mau mengumpulkan tugas hari ini deadline tahu tidak hal mendasar dari update jika tidak ada yang rusak mengapa diperbarui tim sevima ayolah jika ada update dicek dahulu dengan benar baru diterapkan buat aplikasi kok banyak error begini
"Lumayan membantu, hanya saja setelah tugas diserahkan tidak ada arsipnya",5,Positif,lumayan membantu hanya saja setelah tugas diserahkan tidak ada arsipnya
Dl bagus..tp skrng sudah gsering bermasalah...yg loading nya lama banget,2,Negatif,dl bagustp skrng sudah gsering bermasalahyg loading nya lama banget
"tambahkan fitur scan barcode dari galeri, jangan menyusahkan user",1,Negatif,tambahkan fitur scan barcode dari galeri jangan menyusahkan user
"Yeee scan barcode nya udah bisa dong. Buat yang lain kalo scan barcode nya blur, coba ubah ukuran font nya jadi paling kecil, nanti scan barcode nya pasti jernih lagi. Sukses selaluu, ini aplikasi membantu bgt buat perkuliahan🤍",5,Positif,yeee scan barcode nya udah bisa dong buat yang lain kalo scan barcode nya blur coba ubah ukuran font nya jadi paling kecil nanti scan barcode nya pasti jernih lagi sukses selaluu ini aplikasi membantu bgt buat perkuliahan
"LEMOT ASW NGESTALK DI LOGO TERUS LOADING LAMA WIFI KENCENG TETEO GA NGARUH , NGIRIM FILE LAMA BANGET, LOADINGNYA LAMA ANJG NI APK TEKAT NGUMPULIN TUGAS",1,Negatif,lemot asw ngestalk di logo terus loading lama wifi kenceng teteo ga ngaruh  ngirim file lama banget loadingnya lama anjg ni apk tekat ngumpulin tugas
Parah edlink sekarang scan absen nge-blur tolong cepat diperbaiki🙏,1,Negatif,parah edlink sekarang scan absen ngeblur tolong cepat diperbaiki
Ini mau update apa gimna? Lemot bngt! Tugas numpuk woyyyy tolong laah,1,Negatif,ini mau update apa gimna lemot bngt tugas numpuk woyyyy tolong laah
"banyak banget bug, ni aplikasi padahal dipake sm buanyak banget universitas loh, secepatnya lah di perbaiki bug itu",1,Negatif,banyak banget bug ni aplikasi padahal dipake sm buanyak banget universitas loh secepatnya lah di perbaiki bug itu
Perbaiki masalah sinyal lah. Mau ngumpul tugas susah amat,1,Negatif,perbaiki masalah sinyal lah mau ngumpul tugas susah amat
"Semakin di update, scan kamera jadi kabus, jadi nggak guna ni aplikasi",1,Negatif,semakin di update scan kamera jadi kabus jadi nggak guna ni aplikasi
"kalau sy kamera kode QR sy yang buram padahal sy cek kamera pake fhoto hasilnya bagus, nah pas mau absen lewat kode QR malah kameranya buram, gimana nih solusinya",2,Negatif,kalau sy kamera kode qr sy yang buram padahal sy cek kamera pake fhoto hasilnya bagus nah pas mau absen lewat kode qr malah kameranya buram gimana nih solusinya
Cukup membantu dalam sistem perkuliahan online,5,Positif,cukup membantu dalam sistem perkuliahan online
"Kenapa di saya aplikasi ini keseringan nge bug? Dang nge bug nya selalu di saat saya ada kelas ataupun mau menyetor kan tugas, tolong segera di perbaiki kak Terimakasih",2,Negatif,kenapa di saya aplikasi ini keseringan nge bug dang nge bug nya selalu di saat saya ada kelas ataupun mau menyetor kan tugas tolong segera di perbaiki kak terimakasih
"Kenapa ketika presensi QR kamera nya buram ya min? sehingga saya nggak bisa isi absen, padahal kamera asli saya jernih lohh😢",2,Negatif,kenapa ketika presensi qr kamera nya buram ya min sehingga saya nggak bisa isi absen padahal kamera asli saya jernih lohh
"Admin kenapa Tidak bisa absen menggunakan barcode di edlink, menggunakan akun ku, biasa bisa tapi kali ini tidak bisa lagi, mohon solusinya adamin",5,Positif,admin kenapa tidak bisa absen menggunakan barcode di edlink menggunakan akun ku biasa bisa tapi kali ini tidak bisa lagi mohon solusinya adamin
"Absen perlu pakai 2 device ? Ntah gw yg gk tau cara absen cuma pakai 1 device aja atau emng aplikasi ini emng msh banyak yg cacat, masa untuk absensi perlu pakai 2 device",1,Negatif,absen perlu pakai  device  ntah gw yg gk tau cara absen cuma pakai  device aja atau emng aplikasi ini emng msh banyak yg cacat masa untuk absensi perlu pakai  device
Notivikasi sering tidak muncul sehingga sering ketinggalan informasi. Tolong ditingkatkan kembali 🙏🏻,1,Negatif,notivikasi sering tidak muncul sehingga sering ketinggalan informasi tolong ditingkatkan kembali 
Kenapa setelah saya update ke versi terbaru malah utk absensi di diskusi tdk bisa ? Padahal sebelumnya bisa. Tlg di tanggapi ya. Thanks,4,Positif,kenapa setelah saya update ke versi terbaru malah utk absensi di diskusi tdk bisa  padahal sebelumnya bisa tlg di tanggapi ya thanks
"Untuk developer membuat sebuah sistem memang sulit. ini adalah sebuah pencapaian yang luar biasa, Terimakasih Developer telah menangapi Masukan dan melakukan beberapa pembaruan pada sistem seperti sekarang dapat melihat file tugas yang akan di kirim. 🙏 Terimakasih ❤️🤝",5,Positif,untuk developer membuat sebuah sistem memang sulit ini adalah sebuah pencapaian yang luar biasa terimakasih developer telah menangapi masukan dan melakukan beberapa pembaruan pada sistem seperti sekarang dapat melihat file tugas yang akan di kirim  terimakasih 
"Muat mutar aja terus, aplikasi nya setelah di update nge stak di logo edlink nya doang ngak bisa masuk aplikasi",1,Negatif,muat mutar aja terus aplikasi nya setelah di update nge stak di logo edlink nya doang ngak bisa masuk aplikasi
Aplikasinya sangat bagus dan sangat membantu untuk menjadi perantara antara mahasiswa dengan pihak universitas dalam belajar,5,Positif,aplikasinya sangat bagus dan sangat membantu untuk menjadi perantara antara mahasiswa dengan pihak universitas dalam belajar
"kenapa rps hanya muncul di beberapa akun saja dan yang lain tidak muncul. tolong dibenerin, terimakasih",5,Positif,kenapa rps hanya muncul di beberapa akun saja dan yang lain tidak muncul tolong dibenerin terimakasih
"Tolong di perbaiki lagi,karna setiap ingin masuk pasti lelet terus menerus,apalagi di waktu penting seperti UTS dak UAS",1,Negatif,tolong di perbaiki lagikarna setiap ingin masuk pasti lelet terus menerusapalagi di waktu penting seperti uts dak uas
"Segera di atasi, edlink error sekarang. Please ada tugas dari dosen",1,Negatif,segera di atasi edlink error sekarang please ada tugas dari dosen
Maaf mas ada bug nih tiba tiba matkul hilang semua tolong diperbaiki sama bug rps jadi ganda,4,Positif,maaf mas ada bug nih tiba tiba matkul hilang semua tolong diperbaiki sama bug rps jadi ganda
"Klo kirim pesan obrolan di edlink, emang pesan bisa terlihat oleh seluruh peserta di edlink ya? Terimakasih atas tanggapan pengembang",5,Positif,klo kirim pesan obrolan di edlink emang pesan bisa terlihat oleh seluruh peserta di edlink ya terimakasih atas tanggapan pengembang
"Gak bisa kirim tugas, gak bisa ngerjain quis, gak berguna, kebanyakan eror, makasih edlink, gak bisa optimal buat semua handphone....",1,Negatif,gak bisa kirim tugas gak bisa ngerjain quis gak berguna kebanyakan eror makasih edlink gak bisa optimal buat semua handphone
Saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya,1,Negatif,saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya
Tidak ada rincian absensi seperti di siakad. Fitur kurang lengkap,4,Positif,tidak ada rincian absensi seperti di siakad fitur kurang lengkap
Ketika mengisi quiz Suka pindah sendiri jawaban nya padahal sudah benar saya mengisi,2,Negatif,ketika mengisi quiz suka pindah sendiri jawaban nya padahal sudah benar saya mengisi
"Udah seminggu aplikasi nya susah di buka, notifikasi lancar masuk, tapi masuknya mau 30 menit an😭😭",4,Positif,udah seminggu aplikasi nya susah di buka notifikasi lancar masuk tapi masuknya mau  menit an
Eror saat krs dan absen. Android 10 Qkq1. Absen jd kosong. Krs akhirnya lewat web. So sad masih terkendala redmi 7 tdk bisa pakai,2,Negatif,eror saat krs dan absen android  qkq absen jd kosong krs akhirnya lewat web so sad masih terkendala redmi  tdk bisa pakai
Kenapa saya setiap login malah disuruh daftar akun email lagi!!,1,Negatif,kenapa saya setiap login malah disuruh daftar akun email lagi
"drive busuk,download materi ngulang mulu gak jelas nih app",1,Negatif,drive busukdownload materi ngulang mulu gak jelas nih app
"Fitur dari aplikasi sudah bagus, sangat membantu dalam pembelajaran :) -Universitas Islam Balitar",4,Positif,fitur dari aplikasi sudah bagus sangat membantu dalam pembelajaran  universitas islam balitar
"Aplikasi ini cukup baik dan untuk pemakainnya tidak terlalu ribet, juga berandanya cukup menarik untuk dilihat karena memiliki warna yang bervariasi yang membuat tidak bosan untuk dilihat, sayangnya aplikasi ini terlalu sering untuk meminta update yang dimana itu cukup mengganggu dan proses update nya cukup merepotkan pengguna. -Universitas Islam Balitar",4,Positif,aplikasi ini cukup baik dan untuk pemakainnya tidak terlalu ribet juga berandanya cukup menarik untuk dilihat karena memiliki warna yang bervariasi yang membuat tidak bosan untuk dilihat sayangnya aplikasi ini terlalu sering untuk meminta update yang dimana itu cukup mengganggu dan proses update nya cukup merepotkan pengguna universitas islam balitar
"Aplikasi ini sangat membantu mengenai informasi mahasiswa, tetapi notifikasi pemberitahuan tidak otomatis muncul harus masuk aplikasi terlebih dahulu. ~Universitas Islam Balitar",4,Positif,aplikasi ini sangat membantu mengenai informasi mahasiswa tetapi notifikasi pemberitahuan tidak otomatis muncul harus masuk aplikasi terlebih dahulu universitas islam balitar
Minus Notifikasi telat muncul bahkan kadang tidak ada notifikasi sama sekali.. -Universitas Islam Balitar Blitar,4,Positif,minus notifikasi telat muncul bahkan kadang tidak ada notifikasi sama sekali universitas islam balitar blitar
"Aplikasi ini sangat berguna dan bermanfaat bagi para pelajar khususnya mahasiswa, sebagai tempat pengumpulan tugas dan mendapatkan materi , dan juga lebih simpel dan tidak membuang² waktu dalam pengumpulan. - Universitas Islam Blitar",5,Positif,aplikasi ini sangat berguna dan bermanfaat bagi para pelajar khususnya mahasiswa sebagai tempat pengumpulan tugas dan mendapatkan materi  dan juga lebih simpel dan tidak membuang waktu dalam pengumpulan  universitas islam blitar
Aplikasi edlink ini sangat membantu dan mempermudah dalam proses perkuliahan hanya saja untuk notifikasi sering terjadi keterlambatan - Universitas Islam Balitar,4,Positif,aplikasi edlink ini sangat membantu dan mempermudah dalam proses perkuliahan hanya saja untuk notifikasi sering terjadi keterlambatan  universitas islam balitar
"notifikasi lambat, mohon segera diperbaiki sehingga dapat digunakan lebih maksimal - universitas islam balitar",4,Positif,notifikasi lambat mohon segera diperbaiki sehingga dapat digunakan lebih maksimal  universitas islam balitar
"Cukup membantu saat melakukan perkuliahan online terutama saat pandemi covid, namun ada beberapa bug yang atau kekurangan dari aplikasinya contoh notifnya selalu telat dan tugas yang sudah dikerjakan notif diberanda tidak bisa dihilangkan harap diperbaiki sih kekurangan dan bugnya -Universitas Islam Balitar",4,Positif,cukup membantu saat melakukan perkuliahan online terutama saat pandemi covid namun ada beberapa bug yang atau kekurangan dari aplikasinya contoh notifnya selalu telat dan tugas yang sudah dikerjakan notif diberanda tidak bisa dihilangkan harap diperbaiki sih kekurangan dan bugnya universitas islam balitar
Pembelajaran menjadi lebih mudah dan efisien melalui edlink Universitas Islam Balitar,5,Positif,pembelajaran menjadi lebih mudah dan efisien melalui edlink universitas islam balitar
"Aplikasi nya sudah bagus, membantu dalam perkuliahan saya. Hanya saja untuk notifikasi sering kali terlambat, tampilan di edlink dan untuk absensi kadang tidak terdeteksi hingga perlu mengulangi beberapa kali. _Universitas Islam Balitar Blitar",4,Positif,aplikasi nya sudah bagus membantu dalam perkuliahan saya hanya saja untuk notifikasi sering kali terlambat tampilan di edlink dan untuk absensi kadang tidak terdeteksi hingga perlu mengulangi beberapa kali universitas islam balitar blitar
"Aplikasi yang sangat membantu dalam proses pembelajaran. Ada beberapa kekurangan, salah satunya yaitu notifikasi sering terlambat muncul -Universitas Islam Balitar",4,Positif,aplikasi yang sangat membantu dalam proses pembelajaran ada beberapa kekurangan salah satunya yaitu notifikasi sering terlambat muncul universitas islam balitar
"bagus, sangat membantu dalam perkuliahan saya.. tetapi ketika saya mengeluarkan akun daftar nilai saya pada hilang.. mohon di tingkatkan lagi supaya tidak ada kesalahan lagi",5,Positif,bagus sangat membantu dalam perkuliahan saya tetapi ketika saya mengeluarkan akun daftar nilai saya pada hilang mohon di tingkatkan lagi supaya tidak ada kesalahan lagi
"Tolong perbaiki beberapa ketidaksesuaian margin di beberapa perangkat ya... Contohnya di perangkat saya ini, ada beberapa info yang kepotong di bagian bawah seperti pada bagian KHS. Tolong tambahkan margin bawahnya.. Terimakasih.",5,Positif,tolong perbaiki beberapa ketidaksesuaian margin di beberapa perangkat ya contohnya di perangkat saya ini ada beberapa info yang kepotong di bagian bawah seperti pada bagian khs tolong tambahkan margin bawahnya terimakasih
Waktu verifikasi cuma 30 detik Luar biasa......... Pengembang kurang berfikir dalam hal ini,1,Negatif,waktu verifikasi cuma  detik luar biasa pengembang kurang berfikir dalam hal ini
"Persentasi kehadiran gak ada, materi dari pertemuan sebelumnya gak ada, ada kelasnya tapi sesi tidak di temukan. Ini buat pendidikan tapi kalo gini serasa gak maksimal buat apa, ketauan siakad lama",1,Negatif,persentasi kehadiran gak ada materi dari pertemuan sebelumnya gak ada ada kelasnya tapi sesi tidak di temukan ini buat pendidikan tapi kalo gini serasa gak maksimal buat apa ketauan siakad lama
Nilai mata kuliah jadi double tolong bug nya di benerin kak,4,Positif,nilai mata kuliah jadi double tolong bug nya di benerin kak
"tolong segera perbaiki, kode va tidak muncul saat mau melakukan pembayaran",1,Negatif,tolong segera perbaiki kode va tidak muncul saat mau melakukan pembayaran
Aplikasinya sangat membantu sekali Terimakasih Edlink,5,Positif,aplikasinya sangat membantu sekali terimakasih edlink
Belum bisa sempurna tapi mepesona,5,Positif,belum bisa sempurna tapi mepesona
"Notif telat muncul, dan jadwal suka tiba tiba gak ada, kedepannya mohon di perbaiki lagi.",2,Negatif,notif telat muncul dan jadwal suka tiba tiba gak ada kedepannya mohon di perbaiki lagi
"Bagus, namun ada bug di Nilai saat scroll kebawah dan kembali keatas semua nilai Mata Kuliah menjadi double, dan di akun perguruan tinggi tidak ada space antara content dan headernya sehingga tidak nyaman dilihat.",4,Positif,bagus namun ada bug di nilai saat scroll kebawah dan kembali keatas semua nilai mata kuliah menjadi double dan di akun perguruan tinggi tidak ada space antara content dan headernya sehingga tidak nyaman dilihat
Tidak bisa di download di HP Redmi Note 8. Berulang kali pun dicoba tetap ga bisa,1,Negatif,tidak bisa di download di hp redmi note  berulang kali pun dicoba tetap ga bisa
"Apk Apaan ,minta di update ,giliran minta kode verifikasi ga kekirim kirim,memang apk rusak ,udh nyoba brapa kali pake no dan udh ganti ganti juga,gaush ada update ,updatean ny jlek ,mana lagi ada tugas ,auto kena deadline gegara apk kek tytyd ini ,minta kode verifikasi lah kntd ,muak gw",1,Negatif,apk apaan minta di update giliran minta kode verifikasi ga kekirim kirimmemang apk rusak udh nyoba brapa kali pake no dan udh ganti ganti jugagaush ada update updatean ny jlek mana lagi ada tugas auto kena deadline gegara apk kek tytyd ini minta kode verifikasi lah kntd muak gw
"Setelah melakukan perbarui aplikasi, sekarang tidak bisa muncul notifikasi di edlink, mohon saran atau perbaikan terimakasih",5,Positif,setelah melakukan perbarui aplikasi sekarang tidak bisa muncul notifikasi di edlink mohon saran atau perbaikan terimakasih
"Semejak update an baru malah notifikasi tugas dan materinya tidak muncul , mohon diperbaiki secepat mungkin karena kami terkendala dan dapat mengakibatkan cedera di matakuliah",2,Negatif,semejak update an baru malah notifikasi tugas dan materinya tidak muncul  mohon diperbaiki secepat mungkin karena kami terkendala dan dapat mengakibatkan cedera di matakuliah
"Apaan notifikasi tidak muncul, giliran udah lewat 1-2 hari baru spam notifikasi ganggu banget, bisa engga di buat jeda 1 tahun sekalian gitu?",1,Negatif,apaan notifikasi tidak muncul giliran udah lewat  hari baru spam notifikasi ganggu banget bisa engga di buat jeda  tahun sekalian gitu
Notifikasinya tidak pernah muncul.. mohon diperbaiki ya developer🥲🙏,1,Negatif,notifikasinya tidak pernah muncul mohon diperbaiki ya developer
Presensi di absen scan kode QR nya susah tiba tiba blur dan tidak fokus,2,Negatif,presensi di absen scan kode qr nya susah tiba tiba blur dan tidak fokus
Kok malah aplikasi nya gak tampil di layar ya,1,Negatif,kok malah aplikasi nya gak tampil di layar ya
Update yang sekarang lebih keren lebih simpel,4,Positif,update yang sekarang lebih keren lebih simpel
"UInya berantakan, uxnya juga ribet",2,Negatif,uinya berantakan uxnya juga ribet
"Aku suka tampilan beranda yang baru, di paling atas ada jadwal kuliah nya dan ada tenggat waktu mata pelajaran dimulai misal : 26 menit lagi (jam kuliah b.indo akan di mulai), jadi gak perlu cek manual di jadwal + mengira-ngira waktu, karena udah ada di beranda",5,Positif,aku suka tampilan beranda yang baru di paling atas ada jadwal kuliah nya dan ada tenggat waktu mata pelajaran dimulai misal   menit lagi jam kuliah bindo akan di mulai jadi gak perlu cek manual di jadwal  mengirangira waktu karena udah ada di beranda
"Tolong di bantu perbaikin sistem nya harus menyesuaikan dengan beberapa device meskipun versi lama (misal android 5) agar dapat menggunakan fitur kuis diaplikasinya, soalnya gak bisa menggunakan kuis di versi android 5 :V",1,Negatif,tolong di bantu perbaikin sistem nya harus menyesuaikan dengan beberapa device meskipun versi lama misal android  agar dapat menggunakan fitur kuis diaplikasinya soalnya gak bisa menggunakan kuis di versi android  v
Tolong perbaiki masalah untuk saat melakukan scan barcode tetapi tidak kedetek,1,Negatif,tolong perbaiki masalah untuk saat melakukan scan barcode tetapi tidak kedetek
"Ini kn setiap kami instal dan slesai ,stelah itu kembali lgi ketahap awal utk instal kembali . Mohon bantuanya !",1,Negatif,ini kn setiap kami instal dan slesai stelah itu kembali lgi ketahap awal utk instal kembali  mohon bantuanya 
"membingungkan anjir tampilannya, login mulu, banyak fitur gak guna + berita² mengganggu",1,Negatif,membingungkan anjir tampilannya login mulu banyak fitur gak guna  berita mengganggu
Aplikasi yang sangat menjengkelkan ketika verifikasi gak bisa bisa taik,1,Negatif,aplikasi yang sangat menjengkelkan ketika verifikasi gak bisa bisa taik
Sekarang udah banyak perbaikan semoga aja makin banyak perbaikan bugnya,4,Positif,sekarang udah banyak perbaikan semoga aja makin banyak perbaikan bugnya
"Sistem perkuliahan kacau, gak otomatis update, udah kayak robot",1,Negatif,sistem perkuliahan kacau gak otomatis update udah kayak robot
"Tampilan sekarang beranda nya ancur ga se simple yg dulu, setiap dosen memberikan materi harus buka di menu kelas , menghambat banget. Tolong kembalikan ke versi yang dulu beranda nya",1,Negatif,tampilan sekarang beranda nya ancur ga se simple yg dulu setiap dosen memberikan materi harus buka di menu kelas  menghambat banget tolong kembalikan ke versi yang dulu beranda nya
Maaf banget ini edlink suka susah nge upload tugas padahal mepet deadline tapi suka gabisa harus di upgrade giliran mau di upgrade da ga perlu di upgrade,4,Positif,maaf banget ini edlink suka susah nge upload tugas padahal mepet deadline tapi suka gabisa harus di upgrade giliran mau di upgrade da ga perlu di upgrade
"Tolong perbaiki fitur download filenya... kok susah download, notifikasi susah muncul.. kukira ga respon atau gimana, jadi pencet 2 atu 3x lagi dan ternyata notif downloadnya telat muncul.. alhasil file yang ke download jadi numpuk.. Terus kadang juga proses download gagal. Tolong fix ya min ;)",1,Negatif,tolong perbaiki fitur download filenya kok susah download notifikasi susah muncul kukira ga respon atau gimana jadi pencet  atu x lagi dan ternyata notif downloadnya telat muncul alhasil file yang ke download jadi numpuk terus kadang juga proses download gagal tolong fix ya min 
"Kenapa sih sehabis update mau masuk tapi gabisa"" di kode verifikasi akun, padahal udah sama tapi bilangnya VALIDATION DIGITS_BETWEEN mulu. Udah mau lewat deadline nggak bisa submit karna gabisa masuk.",1,Negatif,kenapa sih sehabis update mau masuk tapi gabisa di kode verifikasi akun padahal udah sama tapi bilangnya validation digitsbetween mulu udah mau lewat deadline nggak bisa submit karna gabisa masuk
Saya tiap ada pelajaran online join zoom via Edlink😤😤Selalu gak bisa😤malah jadi kayak error kluar zoom mulu Tolong diperbaiki,1,Negatif,saya tiap ada pelajaran online join zoom via edlinkselalu gak bisamalah jadi kayak error kluar zoom mulu tolong diperbaiki
Dosen gak masuk suruh absensi pakai edlink scane barcode tapi gak bisa 😭,2,Negatif,dosen gak masuk suruh absensi pakai edlink scane barcode tapi gak bisa 
"Kenapa akun ku tiba2 kluar, stelah masuk kembali ke akun kenapa semua data sya terhapus",5,Positif,kenapa akun ku tiba kluar stelah masuk kembali ke akun kenapa semua data sya terhapus
"apk nya kalo lagi buru buru mau dibuka malah ga kebuka buka cuma loading doang lama , padahal wifi kenceng , ga jelas",1,Negatif,apk nya kalo lagi buru buru mau dibuka malah ga kebuka buka cuma loading doang lama  padahal wifi kenceng  ga jelas
