content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Kenapa ada update di hari Minggu? Saya jadi tidak bisa login karena ada tulisan silakan login melalui SSO, tapi diklik tidak ada respons. Sudah dicoba melalui laptop, handphone, komputer sama saja. Sekarang bagaimana ini saya mau mengumpulkan tugas, hari ini deadline. Tahu tidak hal mendasar dari update, jika tidak ada yang rusak mengapa diperbarui? Tim Sevima, ayolah jika ada update dicek dahulu dengan benar baru diterapkan, buat aplikasi kok banyak error begini.",1,Negatif,kenapa ada update di hari minggu saya jadi tidak bisa login karena ada tulisan silakan login melalui sso tapi diklik tidak ada respons sudah dicoba melalui laptop handphone komputer sama saja sekarang bagaimana ini saya mau mengumpulkan tugas hari ini deadline tahu tidak hal mendasar dari update jika tidak ada yang rusak mengapa diperbarui tim sevima ayolah jika ada update dicek dahulu dengan benar baru diterapkan buat aplikasi kok banyak error begini,update minggu login tulisan silakan login sso diklik respons dicoba laptop handphone komputer mengumpulkan tugas deadline mendasar update rusak diperbarui tim sevima ayolah update dicek diterapkan aplikasi error,"['update', 'minggu', 'login', 'tulisan', 'silakan', 'login', 'sso', 'diklik', 'respons', 'dicoba', 'laptop', 'handphone', 'komputer', 'mengumpulkan', 'tugas', 'deadline', 'mendasar', 'update', 'rusak', 'diperbarui', 'tim', 'sevima', 'ayolah', 'update', 'dicek', 'diterapkan', 'aplikasi', 'error']",update minggu login tulis sila login sso klik respons coba laptop handphone komputer kumpul tugas deadline dasar update rusak baru tim sevima ayo update cek terap aplikasi error
"Lumayan membantu, hanya saja setelah tugas diserahkan tidak ada arsipnya",5,Positif,lumayan membantu hanya saja setelah tugas diserahkan tidak ada arsipnya,lumayan membantu tugas diserahkan arsipnya,"['lumayan', 'membantu', 'tugas', 'diserahkan', 'arsipnya']",lumayan bantu tugas serah arsip
Dl bagus..tp skrng sudah gsering bermasalah...yg loading nya lama banget,2,Negatif,dl bagustp skrng sudah gsering bermasalahyg loading nya lama banget,dl bagustp skrng gsering bermasalahyg loading nya banget,"['dl', 'bagustp', 'skrng', 'gsering', 'bermasalahyg', 'loading', 'nya', 'banget']",dl bagustp skrng gsering bermasalahyg loading nya banget
"tambahkan fitur scan barcode dari galeri, jangan menyusahkan user",1,Negatif,tambahkan fitur scan barcode dari galeri jangan menyusahkan user,tambahkan fitur scan barcode galeri menyusahkan user,"['tambahkan', 'fitur', 'scan', 'barcode', 'galeri', 'menyusahkan', 'user']",tambah fitur scan barcode galeri susah user
"Yeee scan barcode nya udah bisa dong. Buat yang lain kalo scan barcode nya blur, coba ubah ukuran font nya jadi paling kecil, nanti scan barcode nya pasti jernih lagi. Sukses selaluu, ini aplikasi membantu bgt buat perkuliahan🤍",5,Positif,yeee scan barcode nya udah bisa dong buat yang lain kalo scan barcode nya blur coba ubah ukuran font nya jadi paling kecil nanti scan barcode nya pasti jernih lagi sukses selaluu ini aplikasi membantu bgt buat perkuliahan,yeee scan barcode nya udah kalo scan barcode nya blur coba ubah ukuran font nya scan barcode nya jernih sukses selaluu aplikasi membantu bgt perkuliahan,"['yeee', 'scan', 'barcode', 'nya', 'udah', 'kalo', 'scan', 'barcode', 'nya', 'blur', 'coba', 'ubah', 'ukuran', 'font', 'nya', 'scan', 'barcode', 'nya', 'jernih', 'sukses', 'selaluu', 'aplikasi', 'membantu', 'bgt', 'perkuliahan']",yeee scan barcode nya udah kalo scan barcode nya blur coba ubah ukur font nya scan barcode nya jernih sukses selaluu aplikasi bantu bgt kuliah
"LEMOT ASW NGESTALK DI LOGO TERUS LOADING LAMA WIFI KENCENG TETEO GA NGARUH , NGIRIM FILE LAMA BANGET, LOADINGNYA LAMA ANJG NI APK TEKAT NGUMPULIN TUGAS",1,Negatif,lemot asw ngestalk di logo terus loading lama wifi kenceng teteo ga ngaruh  ngirim file lama banget loadingnya lama anjg ni apk tekat ngumpulin tugas,lemot asw ngestalk logo loading wifi kenceng teteo ga ngaruh ngirim file banget loadingnya anjg ni apk tekat ngumpulin tugas,"['lemot', 'asw', 'ngestalk', 'logo', 'loading', 'wifi', 'kenceng', 'teteo', 'ga', 'ngaruh', 'ngirim', 'file', 'banget', 'loadingnya', 'anjg', 'ni', 'apk', 'tekat', 'ngumpulin', 'tugas']",lot asw ngestalk logo loading wifi kenceng teteo ga ngaruh ngirim file banget loadingnya anjg ni apk tekat ngumpulin tugas
Parah edlink sekarang scan absen nge-blur tolong cepat diperbaiki🙏,1,Negatif,parah edlink sekarang scan absen ngeblur tolong cepat diperbaiki,parah edlink scan absen ngeblur tolong cepat diperbaiki,"['parah', 'edlink', 'scan', 'absen', 'ngeblur', 'tolong', 'cepat', 'diperbaiki']",parah edlink scan absen ngeblur tolong cepat baik
Ini mau update apa gimna? Lemot bngt! Tugas numpuk woyyyy tolong laah,1,Negatif,ini mau update apa gimna lemot bngt tugas numpuk woyyyy tolong laah,update gimna lemot bngt tugas numpuk woyyyy tolong laah,"['update', 'gimna', 'lemot', 'bngt', 'tugas', 'numpuk', 'woyyyy', 'tolong', 'laah']",update gimna lot bngt tugas numpuk woyyyy tolong laah
"banyak banget bug, ni aplikasi padahal dipake sm buanyak banget universitas loh, secepatnya lah di perbaiki bug itu",1,Negatif,banyak banget bug ni aplikasi padahal dipake sm buanyak banget universitas loh secepatnya lah di perbaiki bug itu,banget bug ni aplikasi dipake sm buanyak banget universitas loh secepatnya perbaiki bug,"['banget', 'bug', 'ni', 'aplikasi', 'dipake', 'sm', 'buanyak', 'banget', 'universitas', 'loh', 'secepatnya', 'perbaiki', 'bug']",banget bug ni aplikasi dipake sm buanyak banget universitas loh cepat baik bug
Perbaiki masalah sinyal lah. Mau ngumpul tugas susah amat,1,Negatif,perbaiki masalah sinyal lah mau ngumpul tugas susah amat,perbaiki sinyal ngumpul tugas susah,"['perbaiki', 'sinyal', 'ngumpul', 'tugas', 'susah']",baik sinyal ngumpul tugas susah
"Semakin di update, scan kamera jadi kabus, jadi nggak guna ni aplikasi",1,Negatif,semakin di update scan kamera jadi kabus jadi nggak guna ni aplikasi,update scan kamera kabus nggak ni aplikasi,"['update', 'scan', 'kamera', 'kabus', 'nggak', 'ni', 'aplikasi']",update scan kamera kabus nggak ni aplikasi
"kalau sy kamera kode QR sy yang buram padahal sy cek kamera pake fhoto hasilnya bagus, nah pas mau absen lewat kode QR malah kameranya buram, gimana nih solusinya",2,Negatif,kalau sy kamera kode qr sy yang buram padahal sy cek kamera pake fhoto hasilnya bagus nah pas mau absen lewat kode qr malah kameranya buram gimana nih solusinya,sy kamera kode qr sy buram sy cek kamera pake fhoto hasilnya bagus pas absen kode qr kameranya buram gimana nih solusinya,"['sy', 'kamera', 'kode', 'qr', 'sy', 'buram', 'sy', 'cek', 'kamera', 'pake', 'fhoto', 'hasilnya', 'bagus', 'pas', 'absen', 'kode', 'qr', 'kameranya', 'buram', 'gimana', 'nih', 'solusinya']",sy kamera kode qr sy buram sy cek kamera pake fhoto hasil bagus pas absen kode qr kamera buram gimana nih solusi
Cukup membantu dalam sistem perkuliahan online,5,Positif,cukup membantu dalam sistem perkuliahan online,membantu sistem perkuliahan online,"['membantu', 'sistem', 'perkuliahan', 'online']",bantu sistem kuliah online
"Kenapa di saya aplikasi ini keseringan nge bug? Dang nge bug nya selalu di saat saya ada kelas ataupun mau menyetor kan tugas, tolong segera di perbaiki kak Terimakasih",2,Negatif,kenapa di saya aplikasi ini keseringan nge bug dang nge bug nya selalu di saat saya ada kelas ataupun mau menyetor kan tugas tolong segera di perbaiki kak terimakasih,aplikasi keseringan nge bug dang nge bug nya kelas menyetor tugas tolong perbaiki kak terimakasih,"['aplikasi', 'keseringan', 'nge', 'bug', 'dang', 'nge', 'bug', 'nya', 'kelas', 'menyetor', 'tugas', 'tolong', 'perbaiki', 'kak', 'terimakasih']",aplikasi sering nge bug dang nge bug nya kelas setor tugas tolong baik kak terimakasih
"Kenapa ketika presensi QR kamera nya buram ya min? sehingga saya nggak bisa isi absen, padahal kamera asli saya jernih lohh😢",2,Negatif,kenapa ketika presensi qr kamera nya buram ya min sehingga saya nggak bisa isi absen padahal kamera asli saya jernih lohh,presensi qr kamera nya buram ya min nggak isi absen kamera asli jernih lohh,"['presensi', 'qr', 'kamera', 'nya', 'buram', 'ya', 'min', 'nggak', 'isi', 'absen', 'kamera', 'asli', 'jernih', 'lohh']",presensi qr kamera nya buram ya min nggak isi absen kamera asli jernih lohh
"Admin kenapa Tidak bisa absen menggunakan barcode di edlink, menggunakan akun ku, biasa bisa tapi kali ini tidak bisa lagi, mohon solusinya adamin",5,Positif,admin kenapa tidak bisa absen menggunakan barcode di edlink menggunakan akun ku biasa bisa tapi kali ini tidak bisa lagi mohon solusinya adamin,admin absen barcode edlink akun ku kali mohon solusinya adamin,"['admin', 'absen', 'barcode', 'edlink', 'akun', 'ku', 'kali', 'mohon', 'solusinya', 'adamin']",admin absen barcode edlink akun ku kali mohon solusi adamin
"Absen perlu pakai 2 device ? Ntah gw yg gk tau cara absen cuma pakai 1 device aja atau emng aplikasi ini emng msh banyak yg cacat, masa untuk absensi perlu pakai 2 device",1,Negatif,absen perlu pakai  device  ntah gw yg gk tau cara absen cuma pakai  device aja atau emng aplikasi ini emng msh banyak yg cacat masa untuk absensi perlu pakai  device,absen pakai device ntah gw yg gk tau absen pakai device aja emng aplikasi emng msh yg cacat absensi pakai device,"['absen', 'pakai', 'device', 'ntah', 'gw', 'yg', 'gk', 'tau', 'absen', 'pakai', 'device', 'aja', 'emng', 'aplikasi', 'emng', 'msh', 'yg', 'cacat', 'absensi', 'pakai', 'device']",absen pakai device ntah gw yg gk tau absen pakai device aja emng aplikasi emng msh yg cacat absensi pakai device
Notivikasi sering tidak muncul sehingga sering ketinggalan informasi. Tolong ditingkatkan kembali 🙏🏻,1,Negatif,notivikasi sering tidak muncul sehingga sering ketinggalan informasi tolong ditingkatkan kembali ,notivikasi muncul ketinggalan informasi tolong ditingkatkan,"['notivikasi', 'muncul', 'ketinggalan', 'informasi', 'tolong', 'ditingkatkan']",notivikasi muncul tinggal informasi tolong tingkat
Kenapa setelah saya update ke versi terbaru malah utk absensi di diskusi tdk bisa ? Padahal sebelumnya bisa. Tlg di tanggapi ya. Thanks,4,Positif,kenapa setelah saya update ke versi terbaru malah utk absensi di diskusi tdk bisa  padahal sebelumnya bisa tlg di tanggapi ya thanks,update versi terbaru utk absensi diskusi tdk tlg tanggapi ya thanks,"['update', 'versi', 'terbaru', 'utk', 'absensi', 'diskusi', 'tdk', 'tlg', 'tanggapi', 'ya', 'thanks']",update versi baru utk absensi diskusi tdk tlg tanggap ya thanks
"Untuk developer membuat sebuah sistem memang sulit. ini adalah sebuah pencapaian yang luar biasa, Terimakasih Developer telah menangapi Masukan dan melakukan beberapa pembaruan pada sistem seperti sekarang dapat melihat file tugas yang akan di kirim. 🙏 Terimakasih ❤️🤝",5,Positif,untuk developer membuat sebuah sistem memang sulit ini adalah sebuah pencapaian yang luar biasa terimakasih developer telah menangapi masukan dan melakukan beberapa pembaruan pada sistem seperti sekarang dapat melihat file tugas yang akan di kirim  terimakasih ,developer sistem sulit pencapaian terimakasih developer menangapi masukan pembaruan sistem file tugas kirim terimakasih,"['developer', 'sistem', 'sulit', 'pencapaian', 'terimakasih', 'developer', 'menangapi', 'masukan', 'pembaruan', 'sistem', 'file', 'tugas', 'kirim', 'terimakasih']",developer sistem sulit capai terimakasih developer tangap masuk baru sistem file tugas kirim terimakasih
"Muat mutar aja terus, aplikasi nya setelah di update nge stak di logo edlink nya doang ngak bisa masuk aplikasi",1,Negatif,muat mutar aja terus aplikasi nya setelah di update nge stak di logo edlink nya doang ngak bisa masuk aplikasi,muat mutar aja aplikasi nya update nge stak logo edlink nya doang ngak masuk aplikasi,"['muat', 'mutar', 'aja', 'aplikasi', 'nya', 'update', 'nge', 'stak', 'logo', 'edlink', 'nya', 'doang', 'ngak', 'masuk', 'aplikasi']",muat mutar aja aplikasi nya update nge stak logo edlink nya doang ngak masuk aplikasi
Aplikasinya sangat bagus dan sangat membantu untuk menjadi perantara antara mahasiswa dengan pihak universitas dalam belajar,5,Positif,aplikasinya sangat bagus dan sangat membantu untuk menjadi perantara antara mahasiswa dengan pihak universitas dalam belajar,aplikasinya bagus membantu perantara mahasiswa universitas belajar,"['aplikasinya', 'bagus', 'membantu', 'perantara', 'mahasiswa', 'universitas', 'belajar']",aplikasi bagus bantu antara mahasiswa universitas ajar
"kenapa rps hanya muncul di beberapa akun saja dan yang lain tidak muncul. tolong dibenerin, terimakasih",5,Positif,kenapa rps hanya muncul di beberapa akun saja dan yang lain tidak muncul tolong dibenerin terimakasih,rps muncul akun muncul tolong dibenerin terimakasih,"['rps', 'muncul', 'akun', 'muncul', 'tolong', 'dibenerin', 'terimakasih']",rps muncul akun muncul tolong dibenerin terimakasih
"Tolong di perbaiki lagi,karna setiap ingin masuk pasti lelet terus menerus,apalagi di waktu penting seperti UTS dak UAS",1,Negatif,tolong di perbaiki lagikarna setiap ingin masuk pasti lelet terus menerusapalagi di waktu penting seperti uts dak uas,tolong perbaiki lagikarna masuk lelet menerusapalagi uts dak uas,"['tolong', 'perbaiki', 'lagikarna', 'masuk', 'lelet', 'menerusapalagi', 'uts', 'dak', 'uas']",tolong baik lagikarna masuk lelet menerusapalagi uts dak uas
"Segera di atasi, edlink error sekarang. Please ada tugas dari dosen",1,Negatif,segera di atasi edlink error sekarang please ada tugas dari dosen,atasi edlink error please tugas dosen,"['atasi', 'edlink', 'error', 'please', 'tugas', 'dosen']",atas edlink error please tugas dosen
Maaf mas ada bug nih tiba tiba matkul hilang semua tolong diperbaiki sama bug rps jadi ganda,4,Positif,maaf mas ada bug nih tiba tiba matkul hilang semua tolong diperbaiki sama bug rps jadi ganda,maaf mas bug nih matkul hilang tolong diperbaiki bug rps ganda,"['maaf', 'mas', 'bug', 'nih', 'matkul', 'hilang', 'tolong', 'diperbaiki', 'bug', 'rps', 'ganda']",maaf mas bug nih matkul hilang tolong baik bug rps ganda
"Klo kirim pesan obrolan di edlink, emang pesan bisa terlihat oleh seluruh peserta di edlink ya? Terimakasih atas tanggapan pengembang",5,Positif,klo kirim pesan obrolan di edlink emang pesan bisa terlihat oleh seluruh peserta di edlink ya terimakasih atas tanggapan pengembang,klo kirim pesan obrolan edlink emang pesan peserta edlink ya terimakasih tanggapan pengembang,"['klo', 'kirim', 'pesan', 'obrolan', 'edlink', 'emang', 'pesan', 'peserta', 'edlink', 'ya', 'terimakasih', 'tanggapan', 'pengembang']",klo kirim pesan obrol edlink emang pesan serta edlink ya terimakasih tanggap kembang
"Gak bisa kirim tugas, gak bisa ngerjain quis, gak berguna, kebanyakan eror, makasih edlink, gak bisa optimal buat semua handphone....",1,Negatif,gak bisa kirim tugas gak bisa ngerjain quis gak berguna kebanyakan eror makasih edlink gak bisa optimal buat semua handphone,gak kirim tugas gak ngerjain quis gak berguna kebanyakan eror makasih edlink gak optimal handphone,"['gak', 'kirim', 'tugas', 'gak', 'ngerjain', 'quis', 'gak', 'berguna', 'kebanyakan', 'eror', 'makasih', 'edlink', 'gak', 'optimal', 'handphone']",gak kirim tugas gak ngerjain quis gak guna banyak eror makasih edlink gak optimal handphone
Saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya,1,Negatif,saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya,mengakses edlink selesai update mohon bantuannya,"['mengakses', 'edlink', 'selesai', 'update', 'mohon', 'bantuannya']",akses edlink selesai update mohon bantu
Tidak ada rincian absensi seperti di siakad. Fitur kurang lengkap,4,Positif,tidak ada rincian absensi seperti di siakad fitur kurang lengkap,rincian absensi siakad fitur lengkap,"['rincian', 'absensi', 'siakad', 'fitur', 'lengkap']",rincian absensi siakad fitur lengkap
Ketika mengisi quiz Suka pindah sendiri jawaban nya padahal sudah benar saya mengisi,2,Negatif,ketika mengisi quiz suka pindah sendiri jawaban nya padahal sudah benar saya mengisi,mengisi quiz suka pindah nya mengisi,"['mengisi', 'quiz', 'suka', 'pindah', 'nya', 'mengisi']",isi quiz suka pindah nya isi
"Udah seminggu aplikasi nya susah di buka, notifikasi lancar masuk, tapi masuknya mau 30 menit an😭😭",4,Positif,udah seminggu aplikasi nya susah di buka notifikasi lancar masuk tapi masuknya mau  menit an,udah seminggu aplikasi nya susah buka notifikasi lancar masuk masuknya menit an,"['udah', 'seminggu', 'aplikasi', 'nya', 'susah', 'buka', 'notifikasi', 'lancar', 'masuk', 'masuknya', 'menit', 'an']",udah minggu aplikasi nya susah buka notifikasi lancar masuk masuk menit an
Eror saat krs dan absen. Android 10 Qkq1. Absen jd kosong. Krs akhirnya lewat web. So sad masih terkendala redmi 7 tdk bisa pakai,2,Negatif,eror saat krs dan absen android  qkq absen jd kosong krs akhirnya lewat web so sad masih terkendala redmi  tdk bisa pakai,eror krs absen android qkq absen jd kosong krs web so sad terkendala redmi tdk pakai,"['eror', 'krs', 'absen', 'android', 'qkq', 'absen', 'jd', 'kosong', 'krs', 'web', 'so', 'sad', 'terkendala', 'redmi', 'tdk', 'pakai']",eror krs absen android qkq absen jd kosong krs web so sad kendala redmi tdk pakai
Kenapa saya setiap login malah disuruh daftar akun email lagi!!,1,Negatif,kenapa saya setiap login malah disuruh daftar akun email lagi,login disuruh daftar akun email,"['login', 'disuruh', 'daftar', 'akun', 'email']",login suruh daftar akun email
"drive busuk,download materi ngulang mulu gak jelas nih app",1,Negatif,drive busukdownload materi ngulang mulu gak jelas nih app,drive busukdownload materi ngulang mulu gak nih app,"['drive', 'busukdownload', 'materi', 'ngulang', 'mulu', 'gak', 'nih', 'app']",drive busukdownload materi ngulang mulu gak nih app
"Fitur dari aplikasi sudah bagus, sangat membantu dalam pembelajaran :) -Universitas Islam Balitar",4,Positif,fitur dari aplikasi sudah bagus sangat membantu dalam pembelajaran  universitas islam balitar,fitur aplikasi bagus membantu pembelajaran universitas islam balitar,"['fitur', 'aplikasi', 'bagus', 'membantu', 'pembelajaran', 'universitas', 'islam', 'balitar']",fitur aplikasi bagus bantu ajar universitas islam balitar
"Aplikasi ini cukup baik dan untuk pemakainnya tidak terlalu ribet, juga berandanya cukup menarik untuk dilihat karena memiliki warna yang bervariasi yang membuat tidak bosan untuk dilihat, sayangnya aplikasi ini terlalu sering untuk meminta update yang dimana itu cukup mengganggu dan proses update nya cukup merepotkan pengguna. -Universitas Islam Balitar",4,Positif,aplikasi ini cukup baik dan untuk pemakainnya tidak terlalu ribet juga berandanya cukup menarik untuk dilihat karena memiliki warna yang bervariasi yang membuat tidak bosan untuk dilihat sayangnya aplikasi ini terlalu sering untuk meminta update yang dimana itu cukup mengganggu dan proses update nya cukup merepotkan pengguna universitas islam balitar,aplikasi pemakainnya ribet berandanya menarik memiliki warna bervariasi bosan sayangnya aplikasi update dimana mengganggu proses update nya merepotkan pengguna universitas islam balitar,"['aplikasi', 'pemakainnya', 'ribet', 'berandanya', 'menarik', 'memiliki', 'warna', 'bervariasi', 'bosan', 'sayangnya', 'aplikasi', 'update', 'dimana', 'mengganggu', 'proses', 'update', 'nya', 'merepotkan', 'pengguna', 'universitas', 'islam', 'balitar']",aplikasi pemakainnya ribet beranda tarik milik warna variasi bosan sayang aplikasi update mana ganggu proses update nya repot guna universitas islam balitar
"Aplikasi ini sangat membantu mengenai informasi mahasiswa, tetapi notifikasi pemberitahuan tidak otomatis muncul harus masuk aplikasi terlebih dahulu. ~Universitas Islam Balitar",4,Positif,aplikasi ini sangat membantu mengenai informasi mahasiswa tetapi notifikasi pemberitahuan tidak otomatis muncul harus masuk aplikasi terlebih dahulu universitas islam balitar,aplikasi membantu informasi mahasiswa notifikasi pemberitahuan otomatis muncul masuk aplikasi universitas islam balitar,"['aplikasi', 'membantu', 'informasi', 'mahasiswa', 'notifikasi', 'pemberitahuan', 'otomatis', 'muncul', 'masuk', 'aplikasi', 'universitas', 'islam', 'balitar']",aplikasi bantu informasi mahasiswa notifikasi pemberitahuan otomatis muncul masuk aplikasi universitas islam balitar
Minus Notifikasi telat muncul bahkan kadang tidak ada notifikasi sama sekali.. -Universitas Islam Balitar Blitar,4,Positif,minus notifikasi telat muncul bahkan kadang tidak ada notifikasi sama sekali universitas islam balitar blitar,minus notifikasi telat muncul kadang notifikasi universitas islam balitar blitar,"['minus', 'notifikasi', 'telat', 'muncul', 'kadang', 'notifikasi', 'universitas', 'islam', 'balitar', 'blitar']",minus notifikasi telat muncul kadang notifikasi universitas islam balitar blitar
"Aplikasi ini sangat berguna dan bermanfaat bagi para pelajar khususnya mahasiswa, sebagai tempat pengumpulan tugas dan mendapatkan materi , dan juga lebih simpel dan tidak membuang² waktu dalam pengumpulan. - Universitas Islam Blitar",5,Positif,aplikasi ini sangat berguna dan bermanfaat bagi para pelajar khususnya mahasiswa sebagai tempat pengumpulan tugas dan mendapatkan materi  dan juga lebih simpel dan tidak membuang waktu dalam pengumpulan  universitas islam blitar,aplikasi berguna bermanfaat pelajar mahasiswa pengumpulan tugas materi simpel membuang pengumpulan universitas islam blitar,"['aplikasi', 'berguna', 'bermanfaat', 'pelajar', 'mahasiswa', 'pengumpulan', 'tugas', 'materi', 'simpel', 'membuang', 'pengumpulan', 'universitas', 'islam', 'blitar']",aplikasi guna manfaat ajar mahasiswa kumpul tugas materi simpel buang kumpul universitas islam blitar
Aplikasi edlink ini sangat membantu dan mempermudah dalam proses perkuliahan hanya saja untuk notifikasi sering terjadi keterlambatan - Universitas Islam Balitar,4,Positif,aplikasi edlink ini sangat membantu dan mempermudah dalam proses perkuliahan hanya saja untuk notifikasi sering terjadi keterlambatan  universitas islam balitar,aplikasi edlink membantu mempermudah proses perkuliahan notifikasi keterlambatan universitas islam balitar,"['aplikasi', 'edlink', 'membantu', 'mempermudah', 'proses', 'perkuliahan', 'notifikasi', 'keterlambatan', 'universitas', 'islam', 'balitar']",aplikasi edlink bantu mudah proses kuliah notifikasi lambat universitas islam balitar
"notifikasi lambat, mohon segera diperbaiki sehingga dapat digunakan lebih maksimal - universitas islam balitar",4,Positif,notifikasi lambat mohon segera diperbaiki sehingga dapat digunakan lebih maksimal  universitas islam balitar,notifikasi lambat mohon diperbaiki maksimal universitas islam balitar,"['notifikasi', 'lambat', 'mohon', 'diperbaiki', 'maksimal', 'universitas', 'islam', 'balitar']",notifikasi lambat mohon baik maksimal universitas islam balitar
"Cukup membantu saat melakukan perkuliahan online terutama saat pandemi covid, namun ada beberapa bug yang atau kekurangan dari aplikasinya contoh notifnya selalu telat dan tugas yang sudah dikerjakan notif diberanda tidak bisa dihilangkan harap diperbaiki sih kekurangan dan bugnya -Universitas Islam Balitar",4,Positif,cukup membantu saat melakukan perkuliahan online terutama saat pandemi covid namun ada beberapa bug yang atau kekurangan dari aplikasinya contoh notifnya selalu telat dan tugas yang sudah dikerjakan notif diberanda tidak bisa dihilangkan harap diperbaiki sih kekurangan dan bugnya universitas islam balitar,membantu perkuliahan online pandemi covid bug kekurangan aplikasinya contoh notifnya telat tugas notif diberanda dihilangkan harap diperbaiki sih kekurangan bugnya universitas islam balitar,"['membantu', 'perkuliahan', 'online', 'pandemi', 'covid', 'bug', 'kekurangan', 'aplikasinya', 'contoh', 'notifnya', 'telat', 'tugas', 'notif', 'diberanda', 'dihilangkan', 'harap', 'diperbaiki', 'sih', 'kekurangan', 'bugnya', 'universitas', 'islam', 'balitar']",bantu kuliah online pandemi covid bug kurang aplikasi contoh notifnya telat tugas notif beranda hilang harap baik sih kurang bugnya universitas islam balitar
Pembelajaran menjadi lebih mudah dan efisien melalui edlink Universitas Islam Balitar,5,Positif,pembelajaran menjadi lebih mudah dan efisien melalui edlink universitas islam balitar,pembelajaran mudah efisien edlink universitas islam balitar,"['pembelajaran', 'mudah', 'efisien', 'edlink', 'universitas', 'islam', 'balitar']",ajar mudah efisien edlink universitas islam balitar
"Aplikasi nya sudah bagus, membantu dalam perkuliahan saya. Hanya saja untuk notifikasi sering kali terlambat, tampilan di edlink dan untuk absensi kadang tidak terdeteksi hingga perlu mengulangi beberapa kali. _Universitas Islam Balitar Blitar",4,Positif,aplikasi nya sudah bagus membantu dalam perkuliahan saya hanya saja untuk notifikasi sering kali terlambat tampilan di edlink dan untuk absensi kadang tidak terdeteksi hingga perlu mengulangi beberapa kali universitas islam balitar blitar,aplikasi nya bagus membantu perkuliahan notifikasi kali terlambat tampilan edlink absensi kadang terdeteksi mengulangi kali universitas islam balitar blitar,"['aplikasi', 'nya', 'bagus', 'membantu', 'perkuliahan', 'notifikasi', 'kali', 'terlambat', 'tampilan', 'edlink', 'absensi', 'kadang', 'terdeteksi', 'mengulangi', 'kali', 'universitas', 'islam', 'balitar', 'blitar']",aplikasi nya bagus bantu kuliah notifikasi kali lambat tampil edlink absensi kadang deteksi ulang kali universitas islam balitar blitar
"Aplikasi yang sangat membantu dalam proses pembelajaran. Ada beberapa kekurangan, salah satunya yaitu notifikasi sering terlambat muncul -Universitas Islam Balitar",4,Positif,aplikasi yang sangat membantu dalam proses pembelajaran ada beberapa kekurangan salah satunya yaitu notifikasi sering terlambat muncul universitas islam balitar,aplikasi membantu proses pembelajaran kekurangan salah satunya notifikasi terlambat muncul universitas islam balitar,"['aplikasi', 'membantu', 'proses', 'pembelajaran', 'kekurangan', 'salah', 'satunya', 'notifikasi', 'terlambat', 'muncul', 'universitas', 'islam', 'balitar']",aplikasi bantu proses ajar kurang salah satu notifikasi lambat muncul universitas islam balitar
"bagus, sangat membantu dalam perkuliahan saya.. tetapi ketika saya mengeluarkan akun daftar nilai saya pada hilang.. mohon di tingkatkan lagi supaya tidak ada kesalahan lagi",5,Positif,bagus sangat membantu dalam perkuliahan saya tetapi ketika saya mengeluarkan akun daftar nilai saya pada hilang mohon di tingkatkan lagi supaya tidak ada kesalahan lagi,bagus membantu perkuliahan mengeluarkan akun daftar nilai hilang mohon tingkatkan kesalahan,"['bagus', 'membantu', 'perkuliahan', 'mengeluarkan', 'akun', 'daftar', 'nilai', 'hilang', 'mohon', 'tingkatkan', 'kesalahan']",bagus bantu kuliah keluar akun daftar nilai hilang mohon tingkat salah
"Tolong perbaiki beberapa ketidaksesuaian margin di beberapa perangkat ya... Contohnya di perangkat saya ini, ada beberapa info yang kepotong di bagian bawah seperti pada bagian KHS. Tolong tambahkan margin bawahnya.. Terimakasih.",5,Positif,tolong perbaiki beberapa ketidaksesuaian margin di beberapa perangkat ya contohnya di perangkat saya ini ada beberapa info yang kepotong di bagian bawah seperti pada bagian khs tolong tambahkan margin bawahnya terimakasih,tolong perbaiki ketidaksesuaian margin perangkat ya contohnya perangkat info kepotong khs tolong tambahkan margin bawahnya terimakasih,"['tolong', 'perbaiki', 'ketidaksesuaian', 'margin', 'perangkat', 'ya', 'contohnya', 'perangkat', 'info', 'kepotong', 'khs', 'tolong', 'tambahkan', 'margin', 'bawahnya', 'terimakasih']",tolong baik ketidaksesuaian margin perangkat ya contoh perangkat info potong khs tolong tambah margin bawah terimakasih
Waktu verifikasi cuma 30 detik Luar biasa......... Pengembang kurang berfikir dalam hal ini,1,Negatif,waktu verifikasi cuma  detik luar biasa pengembang kurang berfikir dalam hal ini,verifikasi detik pengembang berfikir,"['verifikasi', 'detik', 'pengembang', 'berfikir']",verifikasi detik kembang berfikir
